id,indexed,hangul,ipa,POS,abs_freq,rel_freq
27255,호시탐탐,호시탐탐,h o sʰ i tʰ ɑ m tʰ ɑ m,NNG,29,0
27255,직배사,직배사,tɕ i k p* ɛ sʰ ɑ,NNG,29,0
27255,물그릇,물그릇,m u l k ɯ l ɯ t,NNG,29,0
27255,샌드백,샌드백,sʰ ɛ n t ɯ p ɛ k,NNG,29,0
27255,물바다,물바다,m u l p ɑ t ɑ,NNG,29,0
27255,물불,물불,m u l p u l,NNG,29,0
27255,세습무,세습무,sʰ ɛ sʰ ɯ m m u,NNG,29,0
27255,언감생심,언감생심,ʌ n k ɑ m sʰ ɛ ŋ sʰ i m,NNG,29,0
27255,돈오,돈오,t o n o,NNG,29,0
27255,고지혈증,고지혈증,k o tɕ i h jʌ l tɕ ɯ ŋ,NNG,29,0
27255,스낵,스낵,sʰ ɯ n ɛ k,NNG,29,0
27255,콧잔등,콧잔등,kʰ o t tɕ* ɑ n t ɯ ŋ,NNG,29,0
27255,엄명,엄명,ʌ m m jʌ ŋ,NNG,29,0
27255,엄존,엄존,ʌ m tɕ o n,NNG,29,0
27255,의기투합,의기투합,ɰi k i tʰ u h ɑ p,NNG,29,0
27255,미네랄,미네랄,m i n ɛ l ɑ l,NNG,29,0
27255,동약,동약,t o ŋ ja k,NNG,29,0
27255,중요도,중요도,tɕ u ŋ jo t o,NNG,29,0
27255,응찰,응찰,ɯ ŋ tɕʰ ɑ l,NNG,29,0
27255,분화구,분화구,p u n h wa k u,NNG,29,0
27255,동아줄,동아줄,t o ŋ ɑ tɕ u l,NNG,29,0
27255,캐러멜,캐러멜,kʰ ɛ l ʌ m ɛ l,NNG,29,0
27255,판매자,판매자,pʰ ɑ n m ɛ tɕ ɑ,NNG,29,0
27255,통산성,통산성,tʰ o ŋ sʰ ɑ n sʰ ʌ ŋ,NNG,29,0
27255,셋방살이,셋방살이,sʰ ɛ t p* ɑ ŋ sʰ ɑ l i,NNG,29,0
27255,분란,분란,p u l l ɑ n,NNG,29,0
27255,하달,하달,h ɑ t ɑ l,NNG,29,0
27255,여름휴가,여름휴가,jʌ l ɯ m h ju k ɑ,NNG,29,0
27255,총영사관,총영사관,tɕʰ o ŋ jʌ ŋ sʰ ɑ k wa n,NNG,29,0
27255,미혹,미혹,m i h o k,NNG,29,0
27255,동성애자,동성애자,t o ŋ sʰ ʌ ŋ ɛ tɕ ɑ,NNG,29,0
27255,민원인,민원인,m i n wʌ n i n,NNG,29,0
27255,민청학련,민청학련,m i n tɕʰ ʌ ŋ h ɑ ŋ n jʌ n,NNG,29,0
27255,밀랍,밀랍,m i l l ɑ p,NNG,29,0
27255,난파선,난파선,n ɑ n pʰ ɑ sʰ ʌ n,NNG,29,0
27255,부지불식간,부지불식간,p u tɕ i p u l sʰ i k k* ɑ n,NNG,29,0
27255,담수어,담수어,t ɑ m sʰ u ʌ,NNG,29,0
27255,부전증,부전증,p u tɕ ʌ n tɕ ɯ ŋ,NNG,29,0
27255,역참,역참,jʌ k tɕʰ ɑ m,NNG,29,0
27255,고무장갑,고무장갑,k o m u tɕ ɑ ŋ k ɑ p,NNG,29,0
27255,연구원장,연구원장,jʌ n k u wʌ n tɕ ɑ ŋ,NNG,29,0
27255,소루쟁이,소루쟁이,sʰ o l u tɕ ɛ ŋ i,NNG,29,0
27255,유제품,유제품,ju tɕ ɛ pʰ u m,NNG,29,0
27255,학당,학당,h ɑ k t* ɑ ŋ,NNG,29,0
27255,박봉,박봉,p ɑ k p* o ŋ,NNG,29,0
27255,소식지,소식지,sʰ o sʰ i k tɕ* i,NNG,29,0
27255,근무지,근무지,k ɯ n m u tɕ i,NNG,29,0
27255,유나이티드,유나이티드,ju n ɑ i tʰ i t ɯ,NNG,29,0
27255,연축,연축,jʌ n tɕʰ u k,NNG,29,0
27255,서거,서거,sʰ ʌ k ʌ,NNG,29,0
27255,국보위,국보위,k u k p* o wi,NNG,29,0
27255,고가품,고가품,k o k ɑ pʰ u m,NNG,29,0
27255,회의론자,회의론자,h wɛ ɰi l o n tɕ ɑ,NNG,29,0
27255,테스토스테론,테스토스테론,tʰ ɛ sʰ ɯ tʰ o sʰ ɯ tʰ ɛ l o n,NNG,29,0
27255,커미션,커미션,kʰ ʌ m i sʰ jʌ n,NNG,29,0
27255,한도액,한도액,h ɑ n t o ɛ k,NNG,29,0
27255,제맛,제맛,tɕ ɛ m ɑ t,NNG,29,0
27255,괴석__01,괴석,k wɛ sʰ ʌ k,NNG,29,0
27255,다기능,다기능,t ɑ k i n ɯ ŋ,NNG,29,0
27255,웨어,웨어,wɛ ʌ,NNG,29,0
27255,역조__03,역조,jʌ k tɕ* o,NNG,28,0
27767,벌__01,벌,p ʌ l,NNG,28,0
27767,롤링,롤링,l o l l i ŋ,NNG,28,0
27767,포커스,포커스,pʰ o kʰ ʌ sʰ ɯ,NNG,28,0
27767,백제사,백제사,p ɛ k tɕ* ɛ sʰ ɑ,NNG,28,0
27767,복고주의,복고주의,p o k k* o tɕ u ɰi,NNG,28,0
27767,자릿수,자릿수,tɕ ɑ l i t s* u,NNG,28,0
27767,굴속,굴속,k u l sʰ o k,NNG,28,0
27767,동지애,동지애,t o ŋ tɕ i ɛ,NNG,28,0
27767,지서장,지서장,tɕ i sʰ ʌ tɕ ɑ ŋ,NNG,28,0
27767,극우파,극우파,k ɯ k u pʰ ɑ,NNG,28,0
27767,요번,요번,jo p ʌ n,NNG,28,0
27767,도미노,도미노,t o m i n o,NNG,28,0
27767,무역업,무역업,m u jʌ k ʌ p,NNG,28,0
27767,탄약,탄약,tʰ ɑ n ja k,NNG,28,0
27767,양론,양론,ja ŋ n o n,NNG,28,0
27767,괄시,괄시,k wa l sʰ i,NNG,28,0
27767,쪽__02,쪽,tɕ* o k,NNB,28,0
27767,속,속,sʰ o k,NNB,28,0
27767,촉,촉,tɕʰ o k,NNB,28,0
27767,위안,위안,wi ɑ n,NNB,28,0
27767,개털,개털,k ɛ tʰ ʌ l,NNG,28,0
27767,요리법,요리법,jo l i p ʌ p,NNG,28,0
27767,특효약,특효약,tʰ ɯ kʰ jo ja k,NNG,28,0
27767,모의고사,모의고사,m o ɰi k o sʰ ɑ,NNG,28,0
27767,동족상잔,동족상잔,t o ŋ tɕ o k s* ɑ ŋ tɕ ɑ n,NNG,28,0
27767,준비위,준비위,tɕ u n p i wi,NNG,28,0
27767,서구__02,서구,sʰ ʌ k u,NNG,28,0
27767,사동__88,사동,sʰ ɑ t o ŋ,NNG,28,0
27767,일산화탄소,일산화탄소,i l sʰ ɑ n h wa tʰ ɑ n sʰ o,NNG,28,0
27767,제구실,제구실,tɕ ɛ k u sʰ i l,NNG,28,0
27767,품계,품계,pʰ u m k jɛ,NNG,28,0
27767,혈증,혈증,h jʌ l tɕ ɯ ŋ,NNG,28,0
27767,임포텐츠,임포텐츠,i m pʰ o tʰ ɛ n tɕʰ ɯ,NNG,28,0
27767,가리개,가리개,k ɑ l i k ɛ,NNG,28,0
27767,구__x24,구,k u,NNG,28,0
27767,모델료,모델료,m o t ɛ l l jo,NNG,28,0
27767,입소,입소,i p s* o,NNG,28,0
27767,모과나무,모과나무,m o k wa n ɑ m u,NNG,28,0
27767,폴리에틸렌,폴리에틸렌,pʰ o l l i ɛ tʰ i l l ɛ n,NNG,28,0
27767,입안자,입안자,i p ɑ n tɕ ɑ,NNG,28,0
27767,입양아,입양아,i p ja ŋ ɑ,NNG,28,0
27767,국제간,국제간,k u k tɕ* ɛ k ɑ n,NNG,28,0
27767,깡다구,깡다구,k* ɑ ŋ t ɑ k u,NNG,28,0
27767,원작자,원작자,wʌ n tɕ ɑ k tɕ* ɑ,NNG,28,0
27767,가위바위보,가위바위보,k ɑ wi p ɑ wi p o,NNG,28,0
27767,채택료,채택료,tɕʰ ɛ tʰ ɛ ŋ n jo,NNG,28,0
27767,입헌,입헌,i pʰ ʌ n,NNG,28,0
27767,사유지,사유지,sʰ ɑ ju tɕ i,NNG,28,0
27767,패드,패드,pʰ ɛ t ɯ,NNG,28,0
27767,답변서,답변서,t ɑ p p* jʌ n sʰ ʌ,NNG,28,0
27767,드래프트,드래프트,t ɯ l ɛ pʰ ɯ tʰ ɯ,NNG,28,0
27767,예고편,예고편,jɛ k o pʰ jʌ n,NNG,28,0
27767,그랑프리,그랑프리,k ɯ l ɑ ŋ pʰ ɯ l i,NNG,28,0
27767,양색시,양색시,ja ŋ sʰ ɛ k s* i,NNG,28,0
27767,비련,비련,p i l jʌ n,NNG,28,0
27767,세라믹,세라믹,sʰ ɛ l ɑ m i k,NNG,28,0
27767,아메바,아메바,ɑ m ɛ p ɑ,NNG,28,0
27767,각__88,각,k ɑ k,NNG,28,0
27767,피뢰침,피뢰침,pʰ i l wɛ tɕʰ i m,NNG,28,0
27767,어디쯤,어디쯤,ʌ t i tɕ* ɯ m,NNG,28,0
27767,광고료,광고료,k wa ŋ k o l jo,NNG,28,0
27767,피부염,피부염,pʰ i p u jʌ m,NNG,28,0
27767,이등병,이등병,i t ɯ ŋ p jʌ ŋ,NNG,28,0
27767,금수강산,금수강산,k ɯ m sʰ u k ɑ ŋ sʰ ɑ n,NNG,28,0
27767,피습,피습,pʰ i sʰ ɯ p,NNG,28,0
27767,천연가스,천연가스,tɕʰ ʌ n jʌ n k ɑ sʰ ɯ,NNG,28,0
27767,만기일,만기일,m ɑ n k i i l,NNG,28,0
27767,방송위,방송위,p ɑ ŋ sʰ o ŋ wi,NNG,28,0
27767,가려움증,가려움증,k ɑ l jʌ u m tɕ ɯ ŋ,NNG,28,0
27767,신극사,신극사,sʰ i n k ɯ k s* ɑ,NNG,28,0
27767,효수,효수,h jo sʰ u,NNG,28,0
27767,최루,최루,tɕʰ wɛ l u,NNG,28,0
27767,송어,송어,sʰ o ŋ ʌ,NNG,28,0
27767,칼자국,칼자국,kʰ ɑ l tɕ ɑ k u k,NNG,28,0
27767,피폭자,피폭자,pʰ i pʰ o k tɕ* ɑ,NNG,28,0
27767,어휘력,어휘력,ʌ h wi l jʌ k,NNG,28,0
27767,의지력,의지력,ɰi tɕ i l jʌ k,NNG,28,0
27767,본처__01,본처,p o n tɕʰ ʌ,NNG,28,0
27767,돈세탁,돈세탁,t o n sʰ ɛ tʰ ɑ k,NNG,28,0
27767,고축,고축,k o tɕʰ u k,NNG,28,0
27767,서커스단,서커스단,sʰ ʌ kʰ ʌ sʰ ɯ t ɑ n,NNG,28,0
27767,광복군,광복군,k wa ŋ p o k k* u n,NNG,28,0
27767,시네마테크,시네마테크,sʰ i n ɛ m ɑ tʰ ɛ kʰ ɯ,NNG,28,0
27767,송달,송달,sʰ o ŋ t ɑ l,NNG,28,0
27767,새내기,새내기,sʰ ɛ n ɛ k i,NNG,28,0
27767,물음표,물음표,m u l ɯ m pʰ jo,NNG,28,0
27767,의예과,의예과,ɰi jɛ k wa,NNG,28,0
27767,불모지,불모지,p u l m o tɕ i,NNG,28,0
27767,물탱크,물탱크,m u l tʰ ɛ ŋ kʰ ɯ,NNG,28,0
27767,의소,의소,ɰi sʰ o,NNG,28,0
27767,솔루션,솔루션,sʰ o l l u sʰ jʌ n,NNG,28,0
27767,투과,투과,tʰ u k wa,NNG,28,0
27767,양지쪽,양지쪽,ja ŋ tɕ i tɕ* o k,NNG,28,0
27767,협잡,협잡,h jʌ p tɕ* ɑ p,NNG,28,0
27767,불가해,불가해,p u l k ɑ h ɛ,NNG,28,0
27767,강습회,강습회,k ɑ ŋ sʰ ɯ pʰ wɛ,NNG,28,0
27767,서부극,서부극,sʰ ʌ p u k ɯ k,NNG,28,0
27767,캐디,캐디,kʰ ɛ t i,NNG,28,0
27767,예방책,예방책,jɛ p ɑ ŋ tɕʰ ɛ k,NNG,28,0
27767,방위청,방위청,p ɑ ŋ wi tɕʰ ʌ ŋ,NNG,28,0
27767,난롯가,난롯가,n ɑ l l o t k* ɑ,NNG,28,0
27767,친정집,친정집,tɕʰ i n tɕ ʌ ŋ tɕ i p,NNG,28,0
27767,엔돌핀,엔돌핀,ɛ n t o l pʰ i n,NNG,28,0
27767,음악실,음악실,ɯ m ɑ k s* i l,NNG,28,0
27767,집체,집체,tɕ i p tɕʰ ɛ,NNG,28,0
27767,미장이,미장이,m i tɕ ɑ ŋ i,NNG,28,0
27767,예술관,예술관,jɛ sʰ u l k wa n,NNG,28,0
27767,거래자,거래자,k ʌ l ɛ tɕ ɑ,NNG,28,0
27767,여소야대,여소야대,jʌ sʰ o ja t ɛ,NNG,28,0
27767,눈금,눈금,n u n k ɯ m,NNG,28,0
27767,종교학,종교학,tɕ o ŋ k jo h ɑ k,NNG,28,0
27767,마스카라,마스카라,m ɑ sʰ ɯ kʰ ɑ l ɑ,NNG,28,0
27767,변란,변란,p jʌ l l ɑ n,NNG,28,0
27767,군사령관,군사령관,k u n sʰ ɑ l jʌ ŋ k wa n,NNG,28,0
27767,속뜻,속뜻,sʰ o k t* ɯ t,NNG,28,0
27767,소고기,소고기,sʰ o k o k i,NNG,28,0
27767,소구__88,소구,sʰ o k u,NNG,28,0
27767,철둑,철둑,tɕʰ ʌ l t u k,NNG,28,0
27767,주택자,주택자,tɕ u tʰ ɛ k tɕ* ɑ,NNG,28,0
27767,민족정신,민족정신,m i n tɕ o k tɕ* ʌ ŋ sʰ i n,NNG,28,0
27767,화급,화급,h wa k ɯ p,NNG,28,0
27767,동선__03,동선,t o ŋ sʰ ʌ n,NNG,28,0
27767,시침__01,시침,sʰ i tɕʰ i m,NNG,28,0
27767,상권__02,상권,sʰ ɑ ŋ k wʌ n,NNG,28,0
27767,설경__03,설경,sʰ ʌ l k jʌ ŋ,NNG,28,0
27767,연지__08,연지,jʌ n tɕ i,NNG,28,0
27767,탈고__02,탈고,tʰ ɑ l k o,NNG,28,0
27767,군포__01,군포,k u n pʰ o,NNG,28,0
27767,수탁__02,수탁,sʰ u tʰ ɑ k,NNG,28,0
27767,새집__01,새집,sʰ ɛ tɕ i p,NNG,28,0
27767,실내악__02,실내악,sʰ i l l ɛ ɑ k,NNG,28,0
27767,외방__02,외방,wɛ p ɑ ŋ,NNG,28,0
27767,배식__01,배식,p ɛ sʰ i k,NNG,28,0
27767,유고__01,유고,ju k o,NNG,28,0
27767,친서__01,친서,tɕʰ i n sʰ ʌ,NNG,28,0
27767,삽화__03,삽화,sʰ ɑ pʰ wa,NNG,28,0
27767,함지__01,함지,h ɑ m tɕ i,NNG,28,0
27767,금수__02,금수,k ɯ m sʰ u,NNG,28,0
27767,봉오리__02,봉오리,p o ŋ o l i,NNG,28,0
27767,제문__02,제문,tɕ ɛ m u n,NNG,28,0
27767,마대__04,마대,m ɑ t ɛ,NNG,28,0
27767,속__06,속,sʰ o k,NNG,28,0
27767,변주__02,변주,p jʌ n tɕ u,NNG,28,0
27767,선서__05,선서,sʰ ʌ n sʰ ʌ,NNG,28,0
27767,경망__02,경망,k jʌ ŋ m ɑ ŋ,NNG,28,0
27767,제정__02,제정,tɕ ɛ tɕ ʌ ŋ,NNG,28,0
27767,안대__02,안대,ɑ n t ɛ,NNG,28,0
27767,슈트__02,슈트,sʰ ju tʰ ɯ,NNG,28,0
27767,예교__02,예교,jɛ k jo,NNG,28,0
27767,임관__01,임관,i m k wa n,NNG,28,0
27767,이감__02,이감,i k ɑ m,NNG,28,0
27767,군단__02,군단,k u n t ɑ n,NNG,28,0
27767,당자__01,당자,t ɑ ŋ tɕ ɑ,NNG,28,0
27767,대차__08,대차,t ɛ tɕʰ ɑ,NNG,28,0
27767,한과__02,한과,h ɑ n k wa,NNG,28,0
27767,방목__02,방목,p ɑ ŋ m o k,NNG,28,0
27767,성가__05,성가,sʰ ʌ ŋ k ɑ,NNG,28,0
27767,본류__01,본류,p o l l ju,NNG,28,0
27767,경도__09,경도,k jʌ ŋ t o,NNG,28,0
27767,가래__03,가래,k ɑ l ɛ,NNG,28,0
27767,관상__07,관상,k wa n sʰ ɑ ŋ,NNG,28,0
27767,숙지__05,숙지,sʰ u k tɕ* i,NNG,28,0
27767,액운__01,액운,ɛ k u n,NNG,28,0
27767,품성__02,품성,pʰ u m sʰ ʌ ŋ,NNG,28,0
27767,도열__03,도열,t o jʌ l,NNG,28,0
27767,전직__03,전직,tɕ ʌ n tɕ i k,NNG,28,0
27767,기악__03,기악,k i ɑ k,NNG,28,0
27767,예증__02,예증,jɛ tɕ ɯ ŋ,NNG,28,0
27767,남진__02,남진,n ɑ m tɕ i n,NNG,28,0
27767,물새__01,물새,m u l sʰ ɛ,NNG,28,0
27767,낙화__04,낙화,n ɑ kʰ wa,NNG,28,0
27767,체스__02,체스,tɕʰ ɛ sʰ ɯ,NNG,28,0
27767,청장년,청장년,tɕʰ ʌ ŋ tɕ ɑ ŋ n jʌ n,NNG,28,0
27767,단정__04,단정,t ɑ n tɕ ʌ ŋ,NNG,28,0
27767,백합__01,백합,p ɛ kʰ ɑ p,NNG,28,0
27767,순장__03,순장,sʰ u n tɕ ɑ ŋ,NNG,28,0
27767,트랙__02,트랙,tʰ ɯ l ɛ k,NNG,28,0
27767,바구미__01,바구미,p ɑ k u m i,NNG,28,0
27767,천재__04,천재,tɕʰ ʌ n tɕ ɛ,NNG,28,0
27767,내연__03,내연,n ɛ jʌ n,NNG,28,0
27767,예하__04,예하,jɛ h ɑ,NNG,28,0
27767,진군__03,진군,tɕ i n k u n,NNG,28,0
27767,유월__01,유월,ju wʌ l,NNG,28,0
27767,서남__01,서남,sʰ ʌ n ɑ m,NNG,28,0
27767,정석__01,정석,tɕ ʌ ŋ sʰ ʌ k,NNG,28,0
27767,가극__03,가극,k ɑ k ɯ k,NNG,28,0
27767,개피__02,개피,k ɛ pʰ i,NNG,28,0
27767,미구__03,미구,m i k u,NNG,28,0
27767,사영__02,사영,sʰ ɑ jʌ ŋ,NNG,28,0
27767,대민__02,대민,t ɛ m i n,NNG,28,0
27767,공과__04,공과,k o ŋ k wa,NNG,28,0
27767,접선__01,접선,tɕ ʌ p s* ʌ n,NNG,28,0
27767,회포__02,회포,h wɛ pʰ o,NNG,28,0
27767,총대__01,총대,tɕʰ o ŋ t ɛ,NNG,28,0
27767,장정__06,장정,tɕ ɑ ŋ tɕ ʌ ŋ,NNG,28,0
27767,참호__03,참호,tɕʰ ɑ m h o,NNG,28,0
27767,야영__02,야영,ja jʌ ŋ,NNG,28,0
27767,위염__02,위염,wi jʌ m,NNG,28,0
27767,퍼트__02,퍼트,pʰ ʌ tʰ ɯ,NNG,28,0
27767,천공__05,천공,tɕʰ ʌ n k o ŋ,NNG,28,0
27767,천구__04,천구,tɕʰ ʌ n k u,NNG,28,0
27767,인두__04,인두,i n t u,NNG,28,0
27767,화생__01,화생,h wa sʰ ɛ ŋ,NNG,28,0
27767,유성__01,유성,ju sʰ ʌ ŋ,NNG,28,0
27767,유색__01,유색,ju sʰ ɛ k,NNG,28,0
27767,중주__03,중주,tɕ u ŋ tɕ u,NNG,28,0
27767,조영__01,조영,tɕ o jʌ ŋ,NNG,28,0
27767,줏대__03,줏대,tɕ u t t* ɛ,NNG,28,0
27767,선민__03,선민,sʰ ʌ n m i n,NNG,28,0
27767,기공__06,기공,k i k o ŋ,NNG,28,0
27767,연시__02,연시,jʌ n sʰ i,NNG,28,0
27767,전대__02,전대,tɕ ʌ n t ɛ,NNG,28,0
27767,공지__04,공지,k o ŋ tɕ i,NNG,28,0
27767,전의__14,전의,tɕ ʌ n ɰi,NNG,28,0
27767,탄도__02,탄도,tʰ ɑ n t o,NNG,28,0
27767,독종__02,독종,t o k tɕ* o ŋ,NNG,28,0
27767,교도__05,교도,k jo t o,NNG,28,0
27767,무인__04,무인,m u i n,NNG,28,0
27767,본지__05,본지,p o n tɕ i,NNG,28,0
27767,교본__02,교본,k jo p o n,NNG,28,0
27767,제찬__02,제찬,tɕ ɛ tɕʰ ɑ n,NNG,28,0
27767,지고__03,지고,tɕ i k o,NNG,28,0
27767,간자__03,간자,k ɑ n tɕ ɑ,NNG,28,0
27767,천마__01,천마,tɕʰ ʌ n m ɑ,NNG,28,0
27767,조장__10,조장,tɕ o tɕ ɑ ŋ,NNG,28,0
27767,중수__06,중수,tɕ u ŋ sʰ u,NNG,28,0
27767,사족__03,사족,sʰ ɑ tɕ o k,NNG,28,0
27767,산양__01,산양,sʰ ɑ n ja ŋ,NNG,28,0
27767,양서__04,양서,ja ŋ sʰ ʌ,NNG,28,0
27767,공화__02,공화,k o ŋ h wa,NNG,28,0
27767,효행__01,효행,h jo h ɛ ŋ,NNG,28,0
27767,허스키__01,허스키,h ʌ sʰ ɯ kʰ i,NNG,28,0
27767,경원__02,경원,k jʌ ŋ wʌ n,NNG,28,0
27767,약정서,약정서,ja k tɕ* ʌ ŋ sʰ ʌ,NNG,28,0
27767,발신__02,발신,p ɑ l sʰ i n,NNG,28,0
27767,기인__02,기인,k i i n,NNG,28,0
27767,필요조건,필요조건,pʰ i l jo tɕ o k ʌ n,NNG,28,0
27767,검둥이,검둥이,k ʌ m t u ŋ i,NNG,28,0
27767,아주버님,아주버님,ɑ tɕ u p ʌ n i m,NNG,28,0
27767,밀레니움,밀레니움,m i l l ɛ n i u m,NNG,28,0
27767,참변,참변,tɕʰ ɑ m p jʌ n,NNG,28,0
27767,콜__88,콜,kʰ o l,NNG,28,0
27767,소년원,소년원,sʰ o n jʌ n wʌ n,NNG,28,0
27767,울트라,울트라,u l tʰ ɯ l ɑ,NNG,28,0
27767,전원주택,전원주택,tɕ ʌ n wʌ n tɕ u tʰ ɛ k,NNG,28,0
27767,밀크,밀크,m i l kʰ ɯ,NNG,28,0
27767,육__88,육,ju k,NNG,28,0
27767,유족회,유족회,ju tɕ o kʰ wɛ,NNG,28,0
27767,연놈,연놈,jʌ n n o m,NNG,28,0
27767,극력,극력,k ɯ ŋ n jʌ k,NNG,28,0
27767,퇴적물,퇴적물,tʰ wɛ tɕ ʌ ŋ m u l,NNG,28,0
27767,일반부,일반부,i l p ɑ n p u,NNG,28,0
27767,사과문,사과문,sʰ ɑ k wa m u n,NNG,28,0
27767,주창자,주창자,tɕ u tɕʰ ɑ ŋ tɕ ɑ,NNG,28,0
27767,앙갚음,앙갚음,ɑ ŋ k ɑ pʰ ɯ m,NNG,28,0
27767,장식장,장식장,tɕ ɑ ŋ sʰ i k tɕ* ɑ ŋ,NNG,28,0
27767,가담자,가담자,k ɑ t ɑ m tɕ ɑ,NNG,28,0
27767,돼지우리,돼지우리,t wɛ tɕ i u l i,NNG,28,0
27767,유스,유스,ju sʰ ɯ,NNG,28,0
27767,행락,행락,h ɛ ŋ n ɑ k,NNG,28,0
27767,보라매,보라매,p o l ɑ m ɛ,NNG,28,0
27767,연속선,연속선,jʌ n sʰ o k s* ʌ n,NNG,28,0
27767,소수점,소수점,sʰ o sʰ u tɕ ʌ m,NNG,28,0
27767,부계친,부계친,p u k jɛ tɕʰ i n,NNG,28,0
27767,부__88,부,p u,NNG,28,0
27767,별천지,별천지,p jʌ l tɕʰ ʌ n tɕ i,NNG,28,0
27767,생산액,생산액,sʰ ɛ ŋ sʰ ɑ n ɛ k,NNG,28,0
27767,반대표,반대표,p ɑ n t ɛ pʰ jo,NNG,28,0
27767,스토어,스토어,sʰ ɯ tʰ o ʌ,NNG,28,0
27767,콘서트홀,콘서트홀,kʰ o n sʰ ʌ tʰ ɯ h o l,NNG,28,0
27767,결정문,결정문,k jʌ l tɕ ʌ ŋ m u n,NNG,28,0
27767,콘도미니엄,콘도미니엄,kʰ o n t o m i n i ʌ m,NNG,28,0
27767,스카치,스카치,sʰ ɯ kʰ ɑ tɕʰ i,NNG,28,0
27767,겸직,겸직,k jʌ m tɕ i k,NNG,28,0
27767,동법,동법,t o ŋ p ʌ p,NNG,28,0
27767,초막,초막,tɕʰ o m ɑ k,NNG,28,0
27767,윗자리,윗자리,wi t tɕ* ɑ l i,NNG,28,0
27767,윗옷,윗옷,wi sʰ o t,NNG,28,0
27767,에그,에그,ɛ k ɯ,IC,28,0
27767,아무려면,아무려면,ɑ m u l jʌ m jʌ n,IC,28,0
27767,히히,히히,h i h i,IC,28,0
27767,혼__88,혼,h o n,NNG,28,0
27767,한국행,한국행,h ɑ n k u kʰ ɛ ŋ,NNG,28,0
27767,법체계,법체계,p ʌ p tɕʰ ɛ k jɛ,NNG,28,0
27767,주택지,주택지,tɕ u tʰ ɛ k tɕ* i,NNG,28,0
27767,현모양처,현모양처,h jʌ n m o ja ŋ tɕʰ ʌ,NNG,28,0
27767,청진기,청진기,tɕʰ ʌ ŋ tɕ i n k i,NNG,28,0
27767,외손녀,외손녀,wɛ sʰ o n n jʌ,NNG,28,0
27767,볼넷,볼넷,p o l l ɛ t,NNG,28,0
27767,위로금,위로금,wi l o k ɯ m,NNG,28,0
27767,토개공,토개공,tʰ o k ɛ k o ŋ,NNG,28,0
27767,서막,서막,sʰ ʌ m ɑ k,NNG,28,0
27767,초헌관,초헌관,tɕʰ o h ʌ n k wa n,NNG,28,0
27767,헬스클럽,헬스클럽,h ɛ l sʰ ɯ kʰ ɯ l l ʌ p,NNG,28,0
27767,병원비,병원비,p jʌ ŋ wʌ n p i,NNG,28,0
27767,외척,외척,wɛ tɕʰ ʌ k,NNG,28,0
27767,버들,버들,p ʌ t ɯ l,NNG,28,0
27767,베옷,베옷,p ɛ o t,NNG,28,0
27767,본뜻,본뜻,p o n t* ɯ t,NNG,28,0
27767,실개천,실개천,sʰ i l k ɛ tɕʰ ʌ n,NNG,28,0
27767,마감일,마감일,m ɑ k ɑ m i l,NNG,28,0
27767,헤딩,헤딩,h ɛ t i ŋ,NNG,28,0
27767,밝기,밝기,p ɑ k k* i,NNG,28,0
27767,한패,한패,h ɑ n pʰ ɛ,NNG,28,0
27767,심플,심플,sʰ i m pʰ ɯ l,NNG,28,0
27767,가을비,가을비,k ɑ ɯ l p i,NNG,28,0
27767,텔코트,텔코트,tʰ ɛ l kʰ o tʰ ɯ,NNG,28,0
27767,뱃심,뱃심,p ɛ t s* i m,NNG,28,0
27767,전작__04,전작,tɕ ʌ n tɕ ɑ k,NNG,28,0
27767,잔가지,잔가지,tɕ ɑ n k ɑ tɕ i,NNG,28,0
27767,수호자,수호자,sʰ u h o tɕ ɑ,NNG,28,0
27767,패러독스,패러독스,pʰ ɛ l ʌ t o k s* ɯ,NNG,28,0
27767,거래선,거래선,k ʌ l ɛ sʰ ʌ n,NNG,28,0
27767,심포니,심포니,sʰ i m pʰ o n i,NNG,28,0
27767,흙담,흙담,h ɯ k t* ɑ m,NNG,28,0
27767,작열,작열,tɕ ɑ k jʌ l,NNG,28,0
27767,객기,객기,k ɛ k k* i,NNG,28,0
27767,맹위,맹위,m ɛ ŋ wi,NNG,28,0
27767,밤바람,밤바람,p ɑ m p ɑ l ɑ m,NNG,28,0
27767,산림청,산림청,sʰ ɑ l l i m tɕʰ ʌ ŋ,NNG,28,0
27767,쏘나타,쏘나타,s* o n ɑ tʰ ɑ,NNG,28,0
27767,포로수용소,포로수용소,pʰ o l o sʰ u jo ŋ sʰ o,NNG,28,0
27767,심장부,심장부,sʰ i m tɕ ɑ ŋ p u,NNG,28,0
27767,출옥,출옥,tɕʰ u l o k,NNG,28,0
27767,조각상,조각상,tɕ o k ɑ k s* ɑ ŋ,NNG,28,0
27767,심의관,심의관,sʰ i m ɰi k wa n,NNG,28,0
27767,매무새,매무새,m ɛ m u sʰ ɛ,NNG,28,0
27767,주소지,주소지,tɕ u sʰ o tɕ i,NNG,28,0
27767,거물급,거물급,k ʌ m u l k ɯ p,NNG,28,0
27767,런닝,런닝,l ʌ n n i ŋ,NNG,28,0
27767,큰따옴표,큰따옴표,kʰ ɯ n t* ɑ o m pʰ jo,NNG,28,0
27767,씨름판,씨름판,s* i l ɯ m pʰ ɑ n,NNG,28,0
27767,더하기,더하기,t ʌ h ɑ k i,NNG,28,0
